id,time,mood,circumplex.arousal,circumplex.valence,activity,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,frequency_activity,frequency_appCat.builtin,frequency_appCat.communication,frequency_appCat.entertainment,frequency_appCat.finance,frequency_appCat.game,frequency_appCat.office,frequency_appCat.other,frequency_appCat.social,frequency_appCat.travel,frequency_appCat.unknown,frequency_appCat.utilities,frequency_appCat.weather,frequency_call,frequency_circumplex.arousal,frequency_circumplex.valence,frequency_mood,frequency_screen,frequency_sms
AS14.06,2014-03-24,7.0,-1.0,0.0,0.041979823968191166,3.0,0.0,8.413684454730552,86.04633224935253,132.60413962997043,0.0,0.0,0.0,23.355052699170198,20.13770277446055,0.0,0.0,0.0,0.0,6,4,29,67,0,0,0,8,7,0,0,0,0,3,1,1,1,34,0
AS14.06,2014-03-25,7.0,-0.2,0.6,0.12272888020089345,0.0,0.0,7.883916110273174,268.1848419821507,355.26728848917793,0.0,0.0,30.212167007775758,16.742591554727134,53.942199641391426,0.0,0.0,0.0,0.0,18,3,86,196,0,0,12,6,18,0,0,0,0,0,5,5,5,107,0
AS14.06,2014-03-26,8.0,0.5,1.5,0.11466348273169608,2.0,0.0,21.43505677122824,276.25333182859566,353.54330783426707,0.0,0.0,3.602558747647409,12.77324539396814,119.53215747406294,46.44613135887132,0.0,0.0,0.0,18,10,96,241,0,0,1,5,33,13,0,0,0,2,4,4,4,122,0
AS14.06,2014-03-27,7.0,0.25,0.25,0.1163822635712077,1.0,0.0,18.34317056692463,290.0077868235465,333.4618190464809,0.0,0.0,0.0,12.10110009180391,71.4243546243093,0.0,0.0,0.0,0.0,18,7,88,193,0,0,0,5,24,0,0,0,0,1,4,4,4,98,0
AS14.06,2014-03-28,7.6,-0.2,0.8,0.14904248145031077,0.0,1.0,10.000609275619068,297.62191968569044,279.62025843619193,0.0,0.0,6.019697811017461,22.13282062142821,134.95829774333882,7.271044847774785,0.0,0.0,0.0,17,5,102,187,0,0,2,9,38,2,0,0,0,0,5,5,5,89,1
AS14.06,2014-03-29,7.8,0.0,1.0,0.09897669605526546,0.0,0.0,5.4735261916494125,141.88671402951428,166.46911339146357,0.0,0.0,0.0,14.747368054599985,98.98015569754665,0.0,0.0,0.0,0.0,16,3,46,117,0,0,0,6,32,0,0,0,0,0,5,5,5,70,0
AS14.06,2014-03-30,7.8,0.0,0.8,0.1775322093547425,1.0,4.0,104.42238172818372,55.56166886271727,207.81707251503275,0.0,19.590010848859237,0.0,11.39730934567001,67.77924331057318,0.0,0.0,0.0,2.863632940756428,15,39,22,110,0,3,0,5,21,0,0,0,3,1,5,5,5,66,4
AS14.06,2014-03-31,7.0,-0.2,0.4,0.14073395126998917,1.0,0.0,35.55864854528301,205.05075649355956,262.7588167724411,0.0,0.0,3.3506757193145758,11.895522522213408,130.38328040250744,0.0,0.0,0.0,0.0,18,12,76,182,0,0,1,5,41,0,0,0,0,1,5,5,5,93,0
AS14.06,2014-04-01,7.75,0.0,0.75,0.19499009629607056,3.0,0.0,50.56473162649549,223.95007085415813,171.25713213053518,0.0,6.766093783597979,0.0,12.272542927734516,108.03028706496133,0.0,0.0,0.0,0.0,17,22,68,127,0,1,0,5,32,0,0,0,0,3,4,4,4,58,0
AS14.06,2014-04-02,6.8,-0.6,0.4,0.14477311247224808,4.0,0.0,37.79462339836553,310.89888255080876,290.4376620616823,0.0,0.0,12.062119972730006,12.546186568939968,145.95402138262898,3.14078454525313,0.0,0.0,0.0,16,12,99,228,0,0,3,5,41,1,0,0,0,4,5,5,5,111,0
AS14.06,2014-04-03,7.2,0.0,0.4,0.17592383105342288,2.0,0.0,34.4534118886057,279.1133016265423,205.09594736749065,0.0,2.305381180296047,0.0,13.38634720062385,110.73054456207267,13.304382094107694,0.0,0.0,0.0,18,15,87,161,0,1,0,6,35,4,0,0,0,2,5,5,5,92,0
AS14.06,2014-04-04,7.0,-0.4,0.2,0.12976357503535021,0.0,0.0,40.5922476328846,194.1564292930224,222.3451042786334,0.0,32.53125739783635,0.0,11.114518098232885,107.88812825989486,22.281830810345046,0.0,0.0,0.0,17,16,62,152,0,6,0,5,30,7,0,0,0,0,5,5,5,80,0
AS14.06,2014-04-05,7.0,-0.4,0.8,0.2316351409837605,2.0,0.0,37.34424279646187,121.36270514200625,123.09166288304787,0.0,0.0,0.0,14.10899962055753,65.53534608328374,10.501212699373692,0.0,0.0,0.0,15,16,45,94,0,0,0,5,19,3,0,0,0,2,5,5,5,62,0
AS14.06,2014-04-06,7.0,-1.0,0.4,0.019761812288508426,1.0,0.0,18.59493776604173,61.35703980296538,86.98542088089442,0.0,0.0,0.0,12.774854917189707,78.46400009233349,0.0,0.0,0.0,0.0,23,6,21,56,0,0,0,5,22,0,0,0,0,1,5,5,5,30,0
AS14.06,2014-04-07,6.2,-0.6,0.0,0.17064463787278508,3.0,0.0,27.085069017942597,253.1051254438987,131.32581368636298,0.0,0.0,0.0,11.318458824622326,122.6043776610348,3.649332687811104,0.0,0.0,0.0,17,12,82,104,0,0,0,5,36,1,0,0,0,3,5,5,5,58,0
AS14.06,2014-04-08,6.6,-0.2,0.0,0.15464713797288807,4.0,1.0,75.85565425818496,265.9202814215084,254.74317259455916,0.0,6.45827245045685,9.61393224409009,12.826404331680944,88.53341492482218,1.6114359150967734,0.0,0.0,0.0,18,27,80,170,0,1,3,5,28,1,0,0,0,4,5,5,5,90,1
AS14.06,2014-04-09,7.4,0.4,0.8,0.0913214435551477,1.0,0.0,28.41767864338616,292.6911128601527,344.17322330780763,0.0,0.0,6.1629294666438295,12.57747580122383,105.90532181604652,6.61104380120174,0.0,0.0,0.696641069814201,17,8,90,192,0,0,1,5,32,2,0,0,1,1,5,5,5,93,0
AS14.06,2014-04-10,7.6,-0.2,0.8,0.18946611085022164,1.0,4.0,35.64924367419903,295.2655718599968,270.6067523912799,0.0,2.3149088426828777,0.0,13.57425088889316,139.16704086015523,73.64397655684539,0.0,0.0,3.300934959723761,17,11,100,213,0,1,0,7,39,23,0,0,1,1,5,5,5,94,4
AS14.06,2014-04-11,7.8,-0.2,1.0,0.17821663276330146,0.0,0.0,9.504538665379716,244.01989719362822,308.940251026457,0.0,0.0,4.512352896349456,12.508673457188964,150.30993535719372,11.488803920793156,0.0,0.0,0.0,17,5,78,205,0,0,1,5,45,4,0,0,0,0,5,5,5,106,0
AS14.06,2014-04-12,8.2,0.4,1.0,0.18940384264048074,0.0,0.0,25.331598744790973,66.98191953453073,159.74037615060422,0.0,5.920695992886308,0.0,13.165825355019804,50.4953429258937,5.724054599564265,0.0,0.0,2.837966734655924,15,11,24,100,0,1,0,5,16,2,0,0,1,0,5,5,5,49,0
AS14.06,2014-04-13,6.666666666666667,-1.5,0.3333333333333333,0.27776454832343117,2.0,0.0,35.26383189960422,261.7303628335603,190.7057273045469,0.0,0.0,0.0,12.788932772509758,89.01819040730688,36.62092549997871,0.0,0.0,0.0,15,12,79,153,0,0,0,6,25,12,0,0,0,2,3,3,3,71,0
AS14.06,2014-04-14,7.25,-0.25,0.75,0.15824135337174808,2.0,0.0,32.09290962617249,169.45878387074453,146.28673213310037,0.0,0.0,3.415560404497923,9.378727655620363,52.66552200779707,0.0,0.0,0.0,0.0,18,10,58,118,0,0,1,4,17,0,0,0,0,2,4,4,4,61,0
AS14.06,2014-04-15,7.0,-0.4,0.6,0.17315349042528735,5.0,1.0,44.46031035258514,264.94777935355205,215.01179067798267,0.0,0.0,4.2855983300008615,12.25313045507168,120.24061179108836,2.955014440275432,0.0,0.0,3.502798489593816,18,20,85,155,0,0,1,5,36,1,0,0,2,5,5,5,5,72,1
AS14.06,2014-04-16,7.6,0.0,0.4,0.13002976187725784,1.0,0.0,44.84748345372739,415.36076837351214,357.5531048352688,0.0,0.0,2.970414465569701,14.750589617474432,206.91073783001508,10.622352183869687,0.0,0.0,0.0,17,15,129,252,0,0,1,6,64,4,0,0,0,1,5,5,5,112,0
AS14.06,2014-04-17,6.8,0.2,0.6,0.13123406778789612,1.0,0.0,36.78987174115311,316.48975589627975,345.09985585495843,0.0,0.0,32.46874832376372,54.00922128582347,142.86850599374387,3.6454498961866,0.0,0.0,0.0,18,16,100,210,0,0,11,15,44,1,0,0,0,1,5,5,5,102,0
AS14.06,2014-04-18,6.25,-1.0,0.5,0.12697231084286967,3.0,0.0,28.97255634089188,268.84221579364106,248.87079613075005,0.0,4.356029108554064,2.404419398875313,12.48291467768367,54.86866919577795,23.343035181370148,0.0,0.0,0.0,17,9,90,159,0,1,1,5,16,7,0,0,0,3,4,4,4,89,0
AS14.06,2014-04-19,6.8,0.2,0.6,0.08691797967104341,4.0,0.0,50.269230506514845,194.86548897798696,201.03382654634302,0.0,0.0,0.0,12.28491438345004,18.44194430037008,4.7640695728375535,0.0,0.0,0.0,24,18,61,143,0,0,0,5,6,1,0,0,0,4,5,5,5,92,0
AS14.06,2014-04-20,8.2,0.6,0.8,0.028423063324003104,0.0,0.0,13.563587821380828,84.06305110719329,155.46764686822638,0.0,0.0,0.0,12.672354973633496,104.28029414477375,0.0,0.0,0.0,0.0,24,5,35,92,0,0,0,6,32,0,0,0,0,0,5,5,5,53,0
AS14.06,2014-04-21,7.0,0.2,0.6,0.07397377362686396,1.0,0.0,8.379561568120959,261.6949926743412,312.1080391455419,0.0,0.0,0.0,12.48669391957823,83.93843999090593,10.997883133929204,0.0,0.0,0.0,14,4,88,186,0,0,0,5,25,4,0,0,0,1,5,5,5,102,0
AS14.06,2014-04-22,6.6,-0.4,0.6,0.1298873645947384,6.0,1.0,63.01523181305168,504.51187275446597,531.5693046004033,0.0,0.0,8.15214229791372,13.350977845403147,104.41199240479656,12.179666268831461,0.0,0.0,0.0,17,20,155,301,0,0,3,5,34,3,0,0,0,6,5,5,5,177,1
AS14.06,2014-04-23,7.0,0.0,0.8,0.11898928184446454,4.0,0.0,28.33508941495577,374.03149371938997,339.159022716482,0.0,0.0,9.710780412284928,16.61067656673025,89.52319826620882,12.350046768177926,0.0,0.0,3.317163386052146,17,12,111,218,0,0,3,6,25,3,0,0,1,4,5,5,5,105,0
AS14.06,2014-04-24,7.75,-0.25,0.75,0.19834809974943116,5.0,3.0,45.078917229255225,296.0690790732024,261.47131420469316,0.0,0.0,1.6126328033306196,15.220823003443186,58.424555454144404,19.332303014477723,0.0,0.0,2.779874615540581,18,14,100,216,0,0,1,5,18,6,0,0,1,5,4,4,4,132,3
AS14.06,2014-04-25,6.4,-1.0,0.4,0.22061591934893113,3.0,0.0,58.23927568402023,261.6885702364146,264.18366056791456,0.0,0.0,6.065964966172912,13.002070092333199,105.93182329287895,13.310733244588908,0.0,0.0,0.0,15,19,91,187,0,0,2,6,27,3,0,0,0,3,5,5,5,94,0
AS14.06,2014-04-26,7.5,0.0,1.0,0.17186858457168863,10.0,1.0,78.2107559367477,210.8272811554382,256.0017588865969,0.0,0.0,20.978804675922724,10.015152544085836,34.64316190908953,10.621038210817817,0.0,0.0,0.0,24,34,69,185,0,0,8,4,11,2,0,0,0,10,4,4,4,123,1
AS14.06,2014-04-27,7.2,-0.6,1.0,0.05663061726475688,0.0,0.0,0.0,43.372814459948394,92.47960137500105,0.0,0.0,0.0,11.903638895720771,38.69087656693273,8.797682271614395,0.0,0.0,0.0,16,0,14,73,0,0,0,5,13,2,0,0,0,0,5,5,5,48,0
AS14.06,2014-04-28,6.75,-0.25,0.5,0.14941716689105217,0.0,0.0,8.406833579968914,305.5949079742276,226.53171027734706,0.0,0.0,5.517774178181543,8.447705103573714,97.92624848079755,0.0,0.0,0.0,0.0,18,4,92,178,0,0,2,4,32,0,0,0,0,0,4,4,4,97,0
AS14.06,2014-04-29,7.25,0.0,1.0,0.15426506280907717,2.0,0.0,31.97754287875238,276.3408886112493,275.40114400573293,0.0,0.0,0.0430594894604469,9.358991785746968,115.14437501044041,0.0,0.0,0.0,0.0,18,12,84,181,0,0,1,4,36,0,0,0,0,2,4,4,4,95,0
AS14.06,2014-04-30,6.8,-0.6,0.6,0.0989754248290464,1.0,0.0,32.568383782658934,299.19351857325097,326.8800612700954,0.0,0.0,9.783938968201529,11.182221086257218,86.6949464047685,4.171104965947939,0.0,0.0,0.0,18,12,95,199,0,0,3,5,24,1,0,0,0,1,5,5,5,98,0
AS14.06,2014-05-01,8.0,0.0,1.0,0.27586977380455624,2.0,0.0,41.94125252842822,92.03128793657518,177.78361966680242,0.0,0.0,2.487819071235035,10.782606750793871,40.66112576541788,26.508440498162614,0.0,0.0,0.0,14,16,31,105,0,0,1,5,10,8,0,0,0,2,5,5,5,48,0
AS14.06,2014-05-02,7.2,-0.8,1.0,0.15880494238706272,4.0,0.0,32.218834180835806,163.62768726494244,124.78348778476291,0.0,0.0,0.0,10.543716803018212,71.2788807023821,20.905353223559867,0.0,0.0,2.091987510848354,18,12,51,100,0,0,0,5,17,6,0,0,1,4,5,5,5,47,0
AS14.06,2014-05-03,6.25,-0.75,0.0,0.1822104469946706,0.0,0.0,2.200222301889059,82.06634557070728,77.79910028584081,0.0,0.0,4.825999060503666,14.299249554797964,34.58558162098063,0.0,0.0,0.0,0.0,15,2,29,66,0,0,1,6,10,0,0,0,0,0,4,4,4,33,0
AS14.06,2014-05-04,7.6,-0.8,0.6,0.14242838638611513,0.0,0.0,33.726976143730084,123.81538862909792,109.77778941842463,0.0,0.0,0.0,17.33042689082325,48.169000006912206,1.612433421413899,7.4290574986639,0.0,0.0,14,12,40,95,0,0,0,6,11,1,2,0,0,0,5,5,5,47,0
AS14.06,2014-05-05,7.0,-0.6666666666666666,0.6666666666666666,0.07468166657620588,0.0,0.0,8.098970434485986,187.07548948432031,159.1219938303176,0.0,0.0,0.0,8.634769552778755,78.54990161563974,4.0511586647725,0.0,0.0,0.0,15,5,62,124,0,0,0,4,21,1,0,0,0,0,3,3,3,61,0
AS14.06,2014-05-06,6.75,-0.5,0.25,0.11229034422380901,1.0,0.0,28.03603817108085,287.1118470268059,235.71293398061695,0.0,0.0,17.050731545380522,0.0,153.03047601753673,3.7315317725689137,0.0,0.0,0.0,18,10,82,172,0,0,8,0,44,1,0,0,0,1,0,0,0,71,0
AS14.06,2014-05-07,6.75,-0.5,0.25,0.1013788844589837,2.0,3.0,54.63813741774834,295.01701041659317,313.7306282904292,0.0,0.0,7.826999546073848,52.37228629946755,101.83642453228542,3.22815266164841,0.0,0.0,2.200109301404809,18,21,86,206,0,0,2,16,32,1,0,0,1,2,4,4,4,106,3
AS14.06,2014-05-08,7.0,-1.0,1.0,0.0,0.0,0.0,0.0,10.05212289524346,3.397519292444128,0.0,0.0,0.0,0.0,4.168152489366821,0.0,0.0,0.0,0.0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
AS14.07,2014-03-20,5.25,-0.75,-0.25,0.11652628032864687,0.0,1.0,179.07483650607352,405.4750053725509,22.571458998674633,0.0,0.0,0.0,17.48517948235354,57.947541963000226,0.0,0.0,0.0,0.0,0,76,148,5,0,0,0,7,17,0,0,0,0,0,4,4,4,110,1
AS14.07,2014-03-21,7.0,0.3333333333333333,1.0,0.11652628032864687,0.0,0.0,115.49062194045517,340.577851793593,26.49109782170752,0.0,0.0,0.0,18.50899715588272,72.51161170993873,8.801540916609525,0.0,3.472525302575774,0.0,0,60,130,6,0,0,0,8,20,3,0,1,0,0,3,3,3,93,0
AS14.07,2014-03-22,6.0,-0.4,0.0,0.11652628032864687,0.0,0.0,69.92929115777295,448.5733719412366,29.304118459508018,0.0,0.0,0.0,18.45304438762783,48.600895270714176,10.979341389937327,4.748681611994955,0.0,0.0,0,35,165,6,0,0,0,5,11,2,1,0,0,0,5,5,5,135,0
AS14.07,2014-03-23,7.75,0.0,1.5,0.11652628032864687,0.0,0.0,59.103723273134236,747.8967047924127,22.03823989298558,0.0,0.0,0.0,11.926752594161727,49.01909634541624,0.0,0.0,0.0,0.0,0,33,325,6,0,0,0,4,15,0,0,0,0,0,4,4,4,285,0
AS14.07,2014-03-24,8.0,0.5,1.0,0.11652628032864687,4.0,9.0,163.31333309606754,391.85775414778,19.49736198678101,0.0,0.0,0.0,7.401599149116091,18.918826111470985,4.081174888173458,0.0,0.0,0.0,0,75,171,5,0,0,0,2,5,1,0,0,0,4,2,2,2,170,9
AS14.07,2014-03-25,7.666666666666667,-0.5,1.3333333333333333,0.11652628032864687,4.0,0.0,157.57619356403728,550.1404694663237,43.11060323009377,0.0,0.0,0.0,20.084492385451625,36.50642438399173,8.385870322321544,0.0,0.0,0.0,10,84,224,9,0,0,0,6,8,2,0,0,0,4,6,6,6,201,0
AS14.07,2014-03-26,6.6,0.2,0.6,0.09106750758656106,8.0,4.0,203.6250126476124,387.6054894963309,16.840369830888687,0.0,0.0,0.0,13.885862011175709,33.76786951135761,8.720696467259298,0.0,0.0,0.0,24,98,152,3,0,0,0,5,8,2,0,0,0,8,5,5,5,146,4
AS14.07,2014-03-27,6.8,0.2,0.4,0.07830409164275752,2.0,8.0,208.9270017585774,366.996972135716,5.571648200844611,0.0,0.0,0.0,12.736401621602734,56.8164344327208,5.297337046191016,0.0,0.0,0.0,24,100,140,1,0,0,0,5,15,2,0,0,0,2,5,5,5,130,8
AS14.07,2014-03-28,8.25,0.25,1.5,0.08659674912612038,1.0,0.0,298.8374311443324,353.2149059051799,64.37655949710732,0.0,0.0,0.0,12.314640304073635,46.73262845608802,40.54184580664465,23.77095260907537,2.7230044928840207,0.0,24,136,127,16,0,0,0,4,12,13,7,1,0,1,4,4,4,86,0
AS14.07,2014-03-29,7.0,0.2,1.0,0.03901772369994783,0.0,5.0,154.29132397642366,156.80340183335286,73.24956074899777,0.0,0.0,0.0,42.23976091225361,65.5337689677209,10.30472551917477,0.0,0.0,0.0,24,72,56,18,0,0,0,15,18,3,0,0,0,0,5,5,5,64,5
AS14.07,2014-03-30,6.2,0.2,0.0,0.053303946426515016,2.0,1.0,136.48148093931977,259.5358651597315,15.798291412318035,0.0,0.0,0.0,13.34020446664998,45.8985355616274,26.412516132007152,0.0,0.0,0.0,23,84,96,3,0,0,0,5,11,10,0,0,0,2,5,5,5,76,1
AS14.07,2014-03-31,4.333333333333333,-1.0,0.0,0.04503856737906373,5.0,1.0,213.15278288198317,199.53643371012316,43.2687572571353,0.0,0.0,0.0,10.242584178881101,49.073588257949375,12.341598539191478,0.0,0.0,0.0,24,101,68,9,0,0,0,4,11,3,0,0,0,5,3,3,3,83,1
AS14.07,2014-04-01,6.6,-1.0,0.8,0.07056789471623084,3.0,8.0,181.90443512968196,479.0966335800201,59.029853320635716,0.0,0.0,0.0,12.263630299640955,39.11814483142672,0.0,0.0,0.0,0.0,24,97,192,12,0,0,0,5,10,0,0,0,0,3,5,5,5,163,8
AS14.07,2014-04-02,5.5,-1.25,0.25,0.1305164834984041,13.0,4.0,365.60664867315097,287.5149486256804,21.87391364133488,0.0,0.0,0.0,12.044890475418972,30.736384754417813,15.781982808513948,0.0,0.0,0.0,24,185,110,4,0,0,0,4,9,3,0,0,0,13,4,4,4,117,4
AS14.07,2014-04-03,6.2,-0.4,0.2,0.07728859109263748,5.0,0.0,170.63397335428178,264.5886667907681,30.91877127805398,0.0,0.0,0.0,11.330143351434028,32.961193818030075,12.476908099136718,0.0,0.0,0.0,24,89,101,6,0,0,0,5,8,3,0,0,0,5,5,5,5,83,0
AS14.07,2014-04-04,6.5,-0.75,0.0,0.045265063616376666,7.0,2.0,137.91759255598015,358.1125889582315,47.18801538482092,0.0,0.0,0.0,24.18307964225761,34.48466246563488,3.954507617034301,5.021324625748449,5.898331745095215,0.0,24,78,132,12,0,0,0,9,8,1,1,1,0,7,4,4,4,123,2
AS14.07,2014-04-05,6.0,0.0,0.6666666666666666,0.19023796211842295,9.0,5.0,233.02474531771944,144.0149842295089,17.351297814116013,0.0,0.0,0.0,9.959627537549846,45.43935998986642,11.052766422783355,0.0,0.0,0.0,24,122,57,5,0,0,0,3,12,3,0,0,0,9,3,3,3,67,5
AS14.07,2014-04-06,6.75,-0.75,1.0,0.05012624759461252,2.0,3.0,147.14543160118288,207.23658417758398,32.66223265635959,0.0,0.0,0.0,11.767063585133064,51.54527487327734,0.0,0.0,0.6941466808930289,0.0,24,71,76,7,0,0,0,4,14,0,0,1,0,2,4,4,4,71,3
AS14.07,2014-04-07,5.4,-0.6,0.2,0.07073419072605978,0.0,1.0,183.47856163258226,383.86237597790085,52.64961915097463,0.0,0.0,0.0,20.187652069417226,68.11871130933046,0.0,0.0,0.0,0.0,24,91,135,10,0,0,0,7,14,0,0,0,0,0,5,5,5,86,1
AS14.07,2014-04-08,6.8,-0.4,0.6,0.06935098461596681,1.0,0.0,152.44531858309824,390.30060120230075,31.635882592184515,0.0,0.0,0.0,19.66433524818487,23.084633960478172,0.0,39.17095723782281,0.0,0.0,24,82,144,11,0,0,0,7,6,0,11,0,0,1,5,5,5,105,0
AS14.07,2014-04-09,6.4,-1.0,0.6,0.06048426550505182,2.0,2.0,128.36236664258118,221.04348860753035,21.059709852987055,0.0,0.0,0.0,15.186420770742219,42.32633986907261,0.0,0.0,1.951324038899393,0.0,23,67,83,4,0,0,0,6,14,0,0,1,0,2,5,5,5,83,2
AS14.07,2014-04-10,6.2,0.4,0.0,0.08429776736553107,6.0,4.0,138.13911288175225,112.58608505569137,12.380490107606109,0.0,0.0,0.0,11.04250244890563,29.395069248620608,3.14324669634254,0.0,0.0,0.0,24,73,47,2,0,0,0,5,7,1,0,0,0,6,5,5,5,62,4
AS14.07,2014-04-11,3.5,0.5,-1.0,0.06066723043656146,0.0,1.0,82.78375057395621,130.3221888226904,0.0,0.0,0.0,0.0,7.908608396303566,6.39765428261029,28.21188229388985,0.0,0.0,0.0,24,46,54,0,0,0,0,3,2,10,0,0,0,0,2,2,2,35,1
AS14.07,2014-04-12,6.4,0.0,0.8,0.12898716753345238,2.0,10.0,236.59672554524485,302.07799472523135,59.53464136319074,0.0,0.0,0.0,14.403757098079858,54.27808713866931,30.00600497464173,4.294315012569858,0.0,0.0,24,119,104,12,0,0,0,4,12,8,1,0,0,2,5,5,5,75,10
AS14.07,2014-04-13,6.5,-0.25,1.0,0.015740520613109855,5.0,0.0,126.65183411385128,280.73193777759155,30.740159602921924,0.0,0.0,0.0,10.573326128503332,48.23598921926002,0.0,0.0,0.0,0.0,24,62,113,7,0,0,0,5,11,0,0,0,0,5,4,4,4,106,0
AS14.07,2014-04-14,6.2,-0.2,0.4,0.03197751065260177,2.0,1.0,124.27900810997319,190.1870704358559,29.759410751559027,0.0,0.0,0.0,13.7628838067773,14.562639457529368,0.0,0.0,0.0,0.0,24,56,70,6,0,0,0,6,4,0,0,0,0,2,5,5,5,65,1
AS14.07,2014-04-15,6.0,-0.75,0.5,0.018774631393014298,0.0,0.0,77.43539287806607,241.29595997910403,27.951184318251112,0.0,0.0,0.0,11.317264507269098,35.47349854807614,0.0,0.0,0.0,0.0,24,40,84,7,0,0,0,4,7,0,0,0,0,0,4,4,4,61,0
AS14.07,2014-04-16,4.75,-1.25,0.0,0.09377628213189149,2.0,8.0,209.38858303334152,334.78854968752404,0.0,0.0,0.0,0.0,28.108372739120526,31.168515224805073,3.533803346210177,3.139313002031515,0.0,0.0,24,121,126,0,0,0,0,10,8,1,1,0,0,2,4,4,4,146,8
AS14.07,2014-04-17,3.8,-1.2,-0.4,0.09792389188785892,1.0,0.0,112.73090855460806,217.756073787941,12.907230894124703,0.0,0.0,0.0,13.988359405417045,34.892567883031234,0.0,0.0,0.0,0.0,24,56,87,2,0,0,0,6,8,0,0,0,0,1,5,5,5,71,0
AS14.07,2014-04-18,5.2,-1.0,-0.4,0.04175905842380423,1.0,2.0,63.23541408573479,130.07920721742255,6.917983788961686,0.0,0.0,0.0,20.801869537786136,17.094668996299276,0.0,0.0,0.0,0.0,24,24,41,1,0,0,0,8,4,0,0,0,0,1,5,5,5,25,2
AS14.07,2014-04-19,7.0,0.25,0.75,0.0030868520568007834,0.0,0.0,23.75011020979058,118.49412534599342,4.938222294920312,0.0,0.0,0.0,11.165687757849026,16.317083571153173,0.0,0.0,0.0,0.0,24,13,50,1,0,0,0,4,6,0,0,0,0,0,4,4,4,38,0
AS14.07,2014-04-20,3.0,-2.0,-1.0,0.07298813540034742,0.0,0.0,26.672309346301432,106.47782400435416,2.714098539636413,0.0,0.0,0.0,2.4017061838618528,17.347708107573304,0.0,9.972405085230623,0.0,0.0,24,18,34,1,0,0,0,1,4,0,3,0,0,0,1,1,1,18,0
AS14.07,2014-04-21,6.6,-0.4,0.8,0.05504629204306973,0.0,0.0,164.55736128861926,280.72060506398674,32.12381220468592,0.0,0.0,0.0,15.104403518152406,99.67409646930629,14.603164549117938,7.171874035735209,0.0,0.0,24,77,92,6,0,0,0,6,27,3,2,0,0,0,5,5,5,59,0
AS14.07,2014-04-22,6.0,-0.2,0.4,0.07735527565059942,0.0,2.0,108.7997924202421,161.55045047607587,7.409586978392424,0.0,0.0,0.0,15.86197361166023,16.801257676880095,0.0,0.0,0.0,0.0,24,50,53,1,0,0,0,6,7,0,0,0,0,0,5,5,5,49,2
AS14.07,2014-04-23,6.0,-0.6666666666666666,0.0,0.0678440936282869,5.0,0.0,205.89102465051062,370.5393281879104,18.948934922239776,0.0,0.0,0.0,16.65355759794343,47.348146740152885,4.410516905073509,6.024967019161983,0.0,0.0,24,115,125,5,0,0,0,6,10,1,1,0,0,5,3,3,3,75,0
AS14.07,2014-04-24,5.6,-0.6,0.4,0.12598767344520362,3.0,1.0,87.08157965422363,187.70375188143564,0.0,0.0,0.0,0.0,19.417195104597536,15.460364753228774,0.0,0.0,0.6946460566836812,0.0,24,49,67,0,0,0,0,8,5,0,0,1,0,3,5,5,5,62,1
AS14.07,2014-04-25,3.3333333333333335,0.3333333333333333,-0.6666666666666666,0.06598306786650747,6.0,0.0,103.16677834799577,143.6879852055778,12.156478764085273,0.0,0.0,0.0,6.817577947547418,24.8076864058352,0.0,0.0,0.0,0.0,24,66,55,2,0,0,0,3,6,0,0,0,0,6,3,3,3,74,0
AS14.07,2014-04-26,5.4,-0.4,-0.2,0.018093781487367108,0.0,0.0,99.56620742021558,173.39624797265424,13.304694428792212,0.0,0.0,0.0,20.382398067327056,41.65251684157221,0.0,9.46524732615686,0.0,0.0,24,44,56,3,0,0,0,7,13,0,2,0,0,0,5,5,5,43,0
AS14.07,2014-04-27,6.0,-0.6,0.4,0.01303836717618938,1.0,1.0,97.62765599117871,245.40800631247768,11.40129473056076,0.0,0.0,0.0,16.08903630091156,28.284162006855997,0.0,3.998384171076189,0.0,0.0,24,49,96,3,0,0,0,5,7,0,1,0,0,1,5,5,5,82,1
AS14.07,2014-04-28,6.75,0.25,0.75,0.08405822393554203,9.0,3.0,492.74978100192845,565.4682283359717,37.1503815044246,0.0,0.0,0.0,24.242271405689188,78.95224827656844,0.6951451832226183,28.210523362983157,3.5591871809733133,0.0,24,244,211,11,0,0,0,9,27,1,12,3,0,9,4,4,4,211,3
AS14.07,2014-04-29,5.0,-2.0,0.0,0.11775345564967148,1.0,9.0,384.2252244700629,367.4969345429387,13.570708948584137,0.0,2.7123741725822645,0.0,11.53232415580259,49.35122993145199,0.0,12.332471968442393,0.0,0.0,24,182,127,3,0,1,0,6,15,0,3,0,0,1,1,1,1,102,9
AS14.07,2014-04-30,5.0,-2.0,0.5,0.02312744318693657,0.0,0.0,236.32432201735406,394.58780165075683,21.666721087166195,0.0,0.0,0.0,8.914936128965367,20.985172067854506,0.0,17.155726062037395,0.0,0.0,24,103,145,4,0,0,0,2,6,0,5,0,0,0,2,2,2,95,0
